act_id,act_name,section_name,act_name_std,section_name_std,act_issue_flag,old_act_id
1288,I.P.C(Police),354(A,I.P.C.,354 A,0,NA
1289,I.P.C(Police),1,I.P.C.,1,1,NA
1290,I.P.C(Police),i),I.P.C.,i),1,NA
1292,I.P.C(Police),312,I.P.C.,312,0,NA
1293,I.P.C(Police),354(1)(i),I.P.C.,354(1)(i),0,NA
1296,I.P.C(Police),216,I.P.C.,216,0,NA
1298,I.P.C(Police),354D(1)(i),I.P.C.,354 D(1)(i),0,NA
1301,I.P.C(Police),354(D),I.P.C.,354 D,0,NA
1303,I.P.C(Police),376(2)(n)(3),I.P.C.,376(2)(n)/376(3),0,NA
1304,I.P.C(Police),376(3)i,I.P.C.,376(3)(i),0,NA
1305,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(1,SC/ST Act,3(1),1,NA
1308,I.P.C(Police),354A(1)(ii),I.P.C.,354 A(1)(ii),0,NA
1309,I.P.C(Police),354A(iv),I.P.C.,354 A(iv),0,NA
1317,Juvenile Justice (Care and Protection of Children) Act,82,"JJ Act, 2015",82,0,NA
1318,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(1)(w)i,"SC/ST Amendment Act, 2015",3(1)(w)(i),0,NA
1319,I.P.C(Police),376(2)(f,I.P.C.,376(2)(f),0,NA
1320,I.P.C(Police),j),I.P.C.,j),1,NA
1321,INDIAN PENAL CODE,376(2)(f),I.P.C.,376(2)(f),0,NA
1325,I.P.C(Police),354a(2),I.P.C.,354 A(2),0,NA
1328,INDIAN PENAL CODE,376(2),I.P.C.,376(2),0,NA
1330,I.P.C(Police),(1),I.P.C.,-1,1,NA
1332,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(W)(1),"SC/ST Amendment Act, 2015",3(1)(w)(i),0,NA
1334,I.P.C(Police),372,I.P.C.,372,0,NA
1336,INDIAN PENAL CODE,376(1) 363 366-A,I.P.C.,376(1)/363/366 A,0,NA
1350,I.P.C(Police),392,I.P.C.,392,0,NA
1352,I.P.C(Police),354(B),I.P.C.,354 B,0,NA
1353,I.P.C(Police),f),I.P.C.,f),1,NA
1355,I.P.C(Police),376(D,I.P.C.,376 D,0,NA
1356,I.P.C(Police),A),I.P.C.,A),1,NA
1358,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(II)(V),"SC/ST Act, 1989",3(2)(v),0,NA
1361,INDIAN PENAL CODE,354A(1)(i),I.P.C.,354 A(1)(i),0,NA
1364,INDIAN PENAL CODE,376-A(1),I.P.C.,376 A(1),0,NA
1366,I.P.C(Police),376(2)(1)(3),I.P.C.,376(2)(1)(3),0,NA
1370,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(2)(i),"SC/ST Act, 1989",3(2)(i),0,NA
1371,I.P.C(Police),354D(ii),I.P.C.,354 D(ii),0,NA
1376,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,W,SC/ST Act,W,1,NA
1377,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,i,SC/ST Act,i,1,NA
1378,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,ii),SC/ST Act,ii),1,NA
1384,I.P.C(Police),f,I.P.C.,f,1,NA
1385,I.P.C(Police),1),I.P.C.,1),1,NA
1386,I.P.C(Police),376(i),I.P.C.,376(i),0,NA
1387,I.P.C(Police),354(1,I.P.C.,354(1),0,NA
1388,I.P.C(Police),ii),I.P.C.,ii),1,NA
1402,I.P.C(Police),376(1)A,I.P.C.,376(1)A,1,NA
1409,I.P.C(Police),354(D)(1),I.P.C.,354 D(1),0,NA
1414,I.P.C(Police),354(I)(ii),I.P.C.,354(I)(ii),1,NA
1415,I.P.C(Police),376(2)(a),I.P.C.,376(2)(a),0,NA
1425,I.P.C(Police),313,I.P.C.,313,0,NA
1427,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,xii),SC/ST Act,xii),1,NA
1428,INDIAN PENAL CODE,376(2)(N),I.P.C.,376(2)(n),0,NA
1430,I.P.C(Police),376(2)(3),I.P.C.,376(2)/376(3),0,NA
1432,I.P.C(Police),376(11)(N),I.P.C.,376(11)(N),1,NA
1434,I.P.C(Police),354A(3),I.P.C.,354 A(3),0,NA
1435,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(1)(xi),"SC/ST Amendment Act, 2015",3(1)(x),0,NA
1436,INDIAN PENAL CODE,376(2)N,I.P.C.,376(2)(n),0,NA
1437,INDIAN PENAL CODE,376(3),I.P.C.,376(3),0,NA
1454,INDIAN PENAL CODE,376(2)(n),I.P.C.,376(2)(n),0,NA
1458,I.P.C(Police),354A(1,I.P.C.,354 A(1),0,NA
1459,I.P.C(Police),212,I.P.C.,212,0,NA
1463,Information Technology Act,67(B),Information Technology Act,67 B,0,NA
1464,I.P.C(Police),354A(2),I.P.C.,354 A(2),0,NA
1465,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,xi),SC/ST Act,xi),1,NA
1466,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(,SC/ST Act,3,1,NA
1467,I.P.C(Police),376(1)(N),I.P.C.,376(1)(N),0,NA
1469,I.P.C(Police),354D(I),I.P.C.,354 D(I),0,NA
1470,I.P.C(Police),376(2)(k),I.P.C.,376(2)(k),0,NA
1475,I.P.C(Police),354A(1)(iv),I.P.C.,354 A(1)(iv),0,NA
1476,I.P.C(Police),354(A)(2),I.P.C.,354 A(2),0,NA
1482,INDIAN PENAL CODE,376(1)(i),I.P.C.,376(1)(i),0,NA
1487,I.P.C(Police),354(A)1,I.P.C.,354 A (1),0,NA
1491,I.P.C(Police),354A(1)(c),I.P.C.,354 A(1)(c),0,NA
1492,I.P.C(Police),195A,I.P.C.,195A,0,NA
1494,Indian Penal Code,459,I.P.C.,459,0,NA
1495,Indian Penal Code,460,I.P.C.,460,0,NA
1496,Indian Penal Code,371,I.P.C.,371,0,NA
1500,Indian Penal Code,354 A,I.P.C.,354 A,0,NA
1501,Indian Penal Code,354 D,I.P.C.,354 D,0,NA
1502,"Protection of Children from Sexual Offences Act, 2012",354-A,POCSO Act,354 A,1,NA
1503,"Protection of Children from Sexual Offences Act, 2012",354D,POCSO Act,354 D,1,NA
1505,Indian Penal Code,506A,I.P.C.,506,0,NA
1511,"Protection of Children from Sexual Offences Act, 2012",12 Pocso Act,POCSO Act,12,0,NA
1514,"Protection of Children from Sexual Offences Act, 2012",Pocso Act,POCSO Act,Pocso Act,1,NA
1517,"Protection of Children from Sexual Offences Act, 2012",363,I.P.C.,363,0,NA
1521,"Protection of Children from Sexual Offences Act, 2012",4 Pocso Act,POCSO Act,4,0,NA
1525,Indian Penal Code,498(A),I.P.C.,498 A,0,NA
1527,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3-2,SC/ST Act,3(2),1,NA
1529,Protection of Children From Sexual Offences Act,6,POCSO Act,6,0,NA
1530,Protection of Children From Sexual Offences Act,12,POCSO Act,12,0,NA
1531,Indian Penal Code,354A(1)(i),I.P.C.,354 A(1)(i),0,NA
1532,Indian Penal Code,354D(1)(ii),I.P.C.,354 D(1)(ii),0,NA
1533,Protection of Children From Sexual Offences Act,8,POCSO Act,8,0,NA
1534,Protection of Children From Sexual Offences Act,4,POCSO Act,4,0,NA
1535,Protection of Children From Sexual Offences Act,18,POCSO Act,18,0,NA
1536,Indian Penal Code,376(DA),I.P.C.,376 DA,0,NA
1537,Protection of Children from Sexual Offences Rules,6,POCSO Act,6,0,NA
1538,Protection of Children From Sexual Offences Act,17,POCSO Act,17,0,NA
1539,Protection of Children From Sexual Offences Act,21,POCSO Act,21,0,NA
1540,Protection of Children From Sexual Offences Act,10,POCSO Act,10,0,NA
1541,Protection of Children From Sexual Offences Act,15,POCSO Act,15,0,NA
1544,Indian Penal Code,354A(1)(ii),I.P.C.,354 A(1)(ii),0,NA
1546,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,3(1)(W)(1),"SC/ST Amendment Act, 2015",3(1)(w)(i),0,NA
1547,"Protection of Children from the Sexual Offences Act, 2012",10,POCSO Act,10,0,NA
1549,"Protection of Children from the Sexual Offences Act, 2012",8,POCSO Act,8,0,NA
1550,"Protection of Children from the Sexual Offences Act, 2012",6,POCSO Act,6,0,NA
1551,"Protection of Children from the Sexual Offences Act, 2012",377,POCSO Act,377,1,NA
1552,Indian Penal Code,376-2,I.P.C.,376(2),0,NA
1553,"Protection of Children from the Sexual Offences Act, 2012",4,POCSO Act,4,0,NA
1554,"Protection of Children from the Sexual Offences Act, 2012",12,POCSO Act,12,0,NA
1556,"Protection of Children from Sexual Offences Act, 2012",4POCSO,POCSO Act,4,0,NA
1557,Indian Penal Code,452 IPC,I.P.C.,452,0,NA
1559,"Protection of Children from the Sexual Offences Act, 2012",7,POCSO Act,7,0,NA
1561,Indian Penal Code,8POCSO,POCSO Act,8,0,NA
1562,"Protection of Children from the Sexual Offences Act, 2012",506,POCSO Act,506,1,NA
1564,Indian Penal Code,366Aipc,I.P.C.,366 A,0,NA
1566,"Protection of Children from Sexual Offences Act, 2012",10pocsoact,POCSO Act,10,0,NA
1568,"Protection of Children from the Sexual Offences Act, 2012",18,POCSO Act,18,0,NA
1569,Indian Penal Code,377IPC,I.P.C.,377,0,NA
1573,"Protection of Children from Sexual Offences Act, 2012",12POCSO,POCSO Act,12,0,NA
1574,Indian Penal Code,328IPC,I.P.C.,328,0,NA
1576,Indian Penal Code,376 2 f 3,I.P.C.,376(2)(f)/376(3),0,NA
1577,Immoral Traffic Prevention Act,4,ITPA,4,0,NA
1578,Immoral Traffic Prevention Act,5,ITPA,5,0,NA
1581,Indian Penal Code,354Dipc,I.P.C.,354,0,NA
1582,Indian Penal Code,376(2)(f),I.P.C.,376(2)(f),0,NA
1584,Indian Penal Code,6 POCSO Act,POCSO Act,6,0,NA
1585,Scheduled Castes and the Scheduled Tribes Prevention of  Atrocities Act,3,SC/ST Act,3,1,NA
1586,"Protection of Children from the Sexual Offences Act, 2012",8ofPOCSOAct,POCSO Act,8,0,NA
1587,Indian Penal Code,506ipc,I.P.C.,506,0,NA
1594,Indian Penal Code,4POCSOAct,POCSO Act,4,0,NA
1595,"Protection of Children from the Sexual Offences Act, 2012",4POCSO,POCSO Act,4,0,NA
1596,Scheduled Castes and the Scheduled Tribes Prevention of  Atrocities Act,3(w)(I),"SC/ST Amendment Act, 2015",3(1)(w)(i),0,NA
1597,Scheduled Castes and the Scheduled Tribes Prevention of  Atrocities Act,2(va),"SC/ST Amendment Act, 2015",3(2)(va),0,NA
1598,"Protection of Children from the Sexual Offences Act, 2012",---,POCSO Act,---,1,NA
1599,"Protection of Children from the Sexual Offences Act, 2012",10POCSO,POCSO Act,10,0,NA
1600,Indian Penal Code,8POCSOAct,POCSO Act,8,0,NA
1602,Indian Penal Code,2,I.P.C.,2,1,NA
1603,Indian Penal Code,n,I.P.C.,n,1,NA
1604,"Protection of Children from Sexual Offences Act, 2012",4 & 6,POCSO Act,4/6,0,NA
1608,Indian Penal Code,376ipc,I.P.C.,376,0,NA
1609,Scheduled Castes and Scheduled Tribes Orders Amendment  Act,3SC,SC/ST Act,3,1,NA
1610,Scheduled Castes and Scheduled Tribes Orders Amendment  Act,ST,SC/ST Act,ST,1,NA
1612,"Protection of Children from the Sexual Offences Act, 2012",6POCSO,POCSO Act,6,0,NA
1614,Immoral Traffic Prevention Act,3,ITPA,3,0,NA
1615,Immoral Traffic Prevention Act,6,ITPA,6,0,NA
1616,Juvenile Justice Care and Protection of Children Act,23,"JJ Act, 2000",23,0,NA
1617,Juvenile Justice Care and Protection of Children Act,26,"JJ Act, 2000",26,0,NA
1618,Indian Penal Code,366A IPC,I.P.C.,366 A,0,NA
1622,"Protection of Children from Sexual Offences Act, 2012",377,I.P.C.,377,0,NA
1623,Indian Penal Code,509IPC,I.P.C.,509,0,NA
1624,Indian Penal Code,10 POCSO Act,POCSO Act,10,0,NA
1625,Indian Penal Code,10,POCSO Act,10,0,NA
1632,Indian Penal Code,376DIPC,I.P.C.,376 D,0,NA
1633,Indian Penal Code,376(A,I.P.C.,376 A,0,NA
1634,Indian Penal Code,B) IPC,I.P.C.,B) IPC,1,NA
1635,Indian Penal Code,354(A),I.P.C.,354 A,0,NA
1636,Indian Penal Code,(1),I.P.C.,-1,1,NA
1637,Indian Penal Code,366 IPC,I.P.C.,366,0,NA
1638,"Protection of Children from Sexual Offences Act, 2012",12PocsoAct,POCSO Act,12,0,NA
1639,"Protection of Children from the Sexual Offences Act, 2012",363,I.P.C.,363,0,NA
1640,"Protection of Children from the Sexual Offences Act, 2012",366,I.P.C.,366,0,NA
1642,"Protection of Children from the Sexual Offences Act, 2012",14,POCSO Act,14,0,NA
1644,Indian Penal Code,376-2-N,I.P.C.,376(2),0,NA
1645,Indian Penal Code,209,I.P.C.,209,0,NA
1646,"Protection of Children from the Sexual Offences Act, 2012",9,POCSO Act,9,0,NA
1647,"Protection of Children from the Sexual Offences Act, 2012",11,POCSO Act,11,0,NA
1648,Indian Penal Code,3,POCSO Act,3,0,NA
1651,Protection of Children from Sexual Offences Rules,17,POCSO Act,17,0,NA
1652,Protection of Children from Sexual Offences Rules,4,POCSO Act,4,0,NA
1653,Protection of Children From Sexual Offences Act,14,POCSO Act,14,0,NA
1654,Protection of Children from Sexual Offences Rules,12,POCSO Act,12,0,NA
1655,I.P.C(Police),452-506,I.P.C.,452/506,0,NA
1656,Scheduled Castes and Scheduled Tribes Orders (Amendment)  Act,3(2),SC/ST Act,3(2),1,NA
1657,I.P.C(Police),363-366A,I.P.C.,363/366A,0,NA
1658,Protection of Children From Sexual Offences Act,3,POCSO Act,3,0,NA
1659,Protection of Children from Sexual Offences Rules,8,POCSO Act,8,0,NA
1660,Protection of Children From Sexual Offences Act,812pocsoact,POCSO Act,8/12,0,NA
1661,Protection of Children From Sexual Offences Act,---,POCSO Act,---,1,NA
1663,Protection of Children From Sexual Offences Act,506,POCSO Act,506,1,NA
1664,Indian Penal Code,301,I.P.C.,301,0,NA
1665,Protection of Children From Sexual Offences Act,7,POCSO Act,7,0,NA
1666,Protection of Children from Sexual Offences Rules,10,POCSO Act,10,0,NA
1667,Protection of Children from Sexual Offences Rules,6/18,POCSO Act,6/18,0,NA
1668,Indian Penal Code,31,I.P.C.,31,1,NA
1669,Protection of Children from Sexual Offences Rules,18,POCSO Act,18,0,NA
1671,Protection of Children From Sexual Offences Act,11,POCSO Act,11,0,NA
1673,Protection of Children From Sexual Offences Act,19,POCSO Act,19,0,NA
1677,Protection of Children From Sexual Offences Act,22(3),POCSO Act,22(3),0,NA
1679,Protection of Children from Sexual Offences Rules,POSCO6,POCSO Act,6,0,NA
1680,Protection of Children From Sexual Offences Act,6POCSO,POCSO Act,6,0,NA
1681,Indian Penal Code,376Dpocso,I.P.C.,376 D,0,NA
1683,Protection of Children From Sexual Offences Act,2,POCSO Act,2,0,NA
1684,Indian Penal Code,363IPC,I.P.C.,363,0,NA
1687,Protection of Children From Sexual Offences Act,12POCSO,POCSO Act,12,0,NA
1688,POCSO ACT,4,POCSO Act,4,0,NA
1689,POCSO ACT,8,POCSO Act,8,0,NA
1690,POCSO ACT,14(2),POCSO Act,14(2),0,NA
1693,POCSO ACT,12,POCSO Act,12,0,NA
1694,POCSO ACT,6,POCSO Act,6,0,NA
1695,POCSO ACT,10,POCSO Act,10,0,NA
1696,POCSO ACT,7,POCSO Act,7,0,NA
1697,"Protection of Children from Sexual Offenses Act, 2012",4,POCSO Act,4,0,NA
1698,"Protection of Children from Sexual Offenses Act, 2012",6,POCSO Act,6,0,NA
1699,Information Technology Act,67c,Information Technology Act,67 C,0,NA
1700,POCSO ACT,9,POCSO Act,9,0,NA
1701,POCSO ACT,---,POCSO Act,---,1,NA
1702,"Code of Criminal Procedure, 1973",173,I.P.C.,173,0,NA
1705,"Code of Criminal Procedure, 1973",354(A),I.P.C.,354 A,0,NA
1706,POCSO ACT,4POCSOAct,POCSO Act,4,0,NA
1707,Information Technology Act,66(C),Information Technology Act,66 C,0,NA
1713,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,(2),SC/ST Act,-2,1,NA
1716,Indian Penal Code,318,I.P.C.,318,0,NA
1717,POCSO ACT,6POCSOAct,POCSO Act,6,0,NA
1718,POCSO ACT,11,POCSO Act,11,0,NA
1720,"Protection of Children from Sexual Offenses Act, 2012",11,POCSO Act,11,0,NA
1721,"Protection of Children from Sexual Offenses Act, 2012",12,POCSO Act,12,0,NA
1722,POCSO ACT,18,POCSO Act,18,0,NA
1723,"Protection of Children from Sexual Offenses Act, 2012",8,POCSO Act,8,0,NA
1725,"Protection of Children from Sexual Offenses Act, 2012",14,POCSO Act,14,0,NA
1726,Indian Penal Code,354A/354B,I.P.C.,354 A/354 B,0,NA
1727,"Protection of Children from Sexual Offenses Act, 2012",---,POCSO Act,---,1,NA
1728,"Code of Criminal Procedure, 1973",216,I.P.C.,216,0,NA
1731,"Protection of Children from Sexual Offenses Act, 2012",16,POCSO Act,16,0,NA
1732,POCSO ACT,3,POCSO Act,3,0,NA
1735,"Protection of Children from Sexual Offenses Act, 2012",7,POCSO Act,7,0,NA
1737,Indian Penal Code,190,I.P.C.,190,0,NA
1738,"Protection of Children from Sexual Offenses Act, 2012",12POCSO,POCSO Act,12,0,NA
1739,POCSO ACT,5,POCSO Act,5,0,NA
1740,"Protection of Children from Sexual Offenses Act, 2012",6POCSOAct,POCSO Act,6,0,NA
1741,"Protection of Children from Sexual Offenses Act, 2012",4and6,POCSO Act,4/6,0,NA
1742,Information Technology Act,66(c),Information Technology Act,66 C,0,NA
1744,POCSO ACT,17,POCSO Act,17,0,NA
1745,"Protection of Children from Sexual Offenses Act, 2012",10,POCSO Act,10,0,NA
1748,Indian Penal Code,376(n),I.P.C.,376(2)(n),0,NA
1750,"Code of Criminal Procedure, 1973",294,I.P.C.,294,0,NA
1751,"Code of Criminal Procedure, 1973",427,I.P.C.,427,0,NA
1752,"Code of Criminal Procedure, 1973",509,I.P.C.,509,0,NA
1753,Indian Penal Code,366A376,I.P.C.,366 A/376,0,NA
1754,Indian Penal Code,354A/506,I.P.C.,354 A/506,0,NA
1756,POCSO ACT,8 pocso act,POCSO Act,8,0,NA
1758,"Code of Criminal Procedure, 1973",366-A,I.P.C.,366,0,NA
1761,"Protection of Children from Sexual Offenses Act, 2012",4POSCOACT,POCSO Act,4,0,NA
1768,POCSO ACT,5N,POCSO Act,5(n),0,NA
1769,Indian Penal Code,363366A376,I.P.C.,363/366 A/376,0,NA
1771,Indian Penal Code,366A120B376IPC,I.P.C.,366 A/120 B/376,0,NA
1772,POCSO ACT,4ofPocsoAct,POCSO Act,4,0,NA
1773,Indian Penal Code,354(d-2),I.P.C.,354 D(2),0,NA
1778,Indian Penal Code,354A/323,I.P.C.,354 A/323,0,NA
1780,INDIAN PENAL CODE,(1)(1),I.P.C.,(1)(1),1,NA
1785,INDIAN PENAL CODE,354(1)(i),I.P.C.,354(1)(i),0,NA
1786,INDIAN PENAL CODE,294,I.P.C.,294,0,NA
1790,Protection of Children From Sexual Offences Act,8,POCSO Act,8,0,NA
1795,INDIAN PENAL CODE,A,I.P.C.,A,1,NA
1801,INDIAN PENAL CODE,376(2)(i),I.P.C.,376(2)(i),0,NA
1804,INDIAN PENAL CODE,3645,I.P.C.,3645,1,NA
1809,INDIAN PENAL CODE,376(1),I.P.C.,376(1),0,NA
1814,Protection of Children From Sexual Offences Act,22,POCSO Act,22,0,NA
1816,Protection of Children From Sexual Offences Act,313IPCandPOCSOAct.,I.P.C. & POCSO Act,313,1,NA
1821,Scheduled Castes and Scheduled Tribes Orders (Amendment) Act,11,SC/ST Act,11,1,NA
1822,INDIAN PENAL CODE,366A450,I.P.C.,366 A/450,0,NA
1824,INDIAN PENAL CODE,120,I.P.C.,120 B,0,NA
1825,INDIAN PENAL CODE,B,I.P.C.,B,1,NA
1826,INDIAN PENAL CODE,306,I.P.C.,306,0,NA
1830,INDIAN PENAL CODE,376(2)n,I.P.C.,376(2)(n),0,NA
1845,I.P.C(Police),376(2)N(2)(F),I.P.C.,376(2)(n)/376(2)(f),0,NA
1846,INDIAN PENAL CODE,292,I.P.C.,292,0,NA
1847,ARMS ACT,25,Arms Act,25,0,NA
1848,ARMS ACT,27,Arms Act,27,0,NA
1854,INDIAN PENAL CODE,496,I.P.C.,496,0,NA
1855,INDIAN PENAL CODE,376AB,I.P.C.,376 AB,0,NA
1857,Scheduled Castes and Scheduled Tribes Orders (Amendment) Act,Z,SC/ST Act,Z,1,NA
1858,Scheduled Castes and Scheduled Tribes Orders (Amendment) Act,B,SC/ST Act,B,1,NA
1859,Scheduled Castes and Scheduled Tribes Orders (Amendment) Act,II,SC/ST Act,II,1,NA
1861,Protection of Children From Sexual Offences Act,354A(I)IPC10ofPOCSOAct.,I.P.C. & POCSO Act,354 A(1); 10,1,NA
1868,INDIAN PENAL CODE,15,I.P.C.,15,1,NA
1869,INFORMATION TECHNOLOGY ACT,67B,Information Technology Act,67 B,0,NA
1876,INDIAN PENAL CODE,467,I.P.C.,467,0,NA
1877,INDIAN PENAL CODE,376(d),I.P.C.,376 D,0,NA
1878,INDIAN PENAL CODE,370a,I.P.C.,370 A,0,NA
1879,INDIAN PENAL CODE,363m366,I.P.C.,363/366,0,NA
1889,INDIAN PENAL CODE,354D(1),I.P.C.,354 D(1),0,NA
1892,Protection of Children From Sexual Offences Act,9,POCSO Act,9,0,NA
1898,INDIAN PENAL CODE,376(f),I.P.C.,376(2)(f),0,NA
1902,INDIAN PENAL CODE,293,I.P.C.,293,0,NA
1904,INDIAN PENAL CODE,(1)(i),I.P.C.,(1)(i),1,NA
1917,INDIAN PENAL CODE,354(1),I.P.C.,354(1),0,NA
1918,INDIAN PENAL CODE,354A(1)i,I.P.C.,354 A(1)(i),0,NA
1919,Protection of Children From Sexual Offences Act,6,POCSO Act,6,0,NA
1921,I.P.C(Police),336-A,I.P.C.,336 A,0,NA
1923,Protection of Children From Sexual Offences Act,12and3SC,POCSO Act & SC/ST Act,12; 3,1,NA
1924,Protection of Children From Sexual Offences Act,ST,POCSO Act,ST,1,NA
1929,INDIAN PENAL CODE,354(b),I.P.C.,354(b),0,NA
1934,I.P.C(Police),373,I.P.C.,373,0,NA
1939,Scheduled Castes and Scheduled Tribes Orders (Amendment) Act,3(2),SC/ST Act,3(2),1,NA
1941,INDIAN PENAL CODE,354(A)(1),I.P.C.,354 A(1)(i),0,NA
1945,INDIAN PENAL CODE,354A(i),I.P.C.,354 A(1),0,NA
1946,Protection of Children From Sexual Offences Act,506IPCAndPOCSOAct,I.P.C. & POCSO Act,506,1,NA
1947,INFORMATION TECHNOLOGY ACT,67(A),Information Technology Act,67 A,0,NA
1948,INDIAN PENAL CODE,376(2)f,I.P.C.,376(2)(f),0,NA
1950,INFORMATION TECHNOLOGY ACT,67-B,Information Technology Act,67 B,0,NA
1952,Protection of Children From Sexual Offences Act,20,POCSO Act,20,0,NA
1962,I.P.C(Police),354-ACD,I.P.C.,354 A/354 C/354 D,0,NA
1968,Protection of Children From Sexual Offences Act,17POCSOAct,POCSO Act,17,0,NA
1971,"Protection of Children from Sexual Offences Act, 2012",6 POCSO ACT,POCSO Act,6,0,NA
1972,"Protection of Children from Sexual Offences Act, 2012",5(N),POCSO Act,5(n),0,NA
1973,"Protection of Children from Sexual Offences Act, 2012",8 POCSO ACT,POCSO Act,8,0,NA
1974,"Protection of Children from Sexual Offences Act, 2012",10 POCSO ACT,POCSO Act,10,0,NA
1976,Indian Penal Code,363 366 376,I.P.C.,363/366/376,0,NA
1979,"Protection of Children from Sexual Offences Act, 2012",8 POCSO,POCSO Act,8,0,NA
1981,Indian Penal Code,501,I.P.C.,501,0,NA
1983,"Protection of Children from Sexual Offences Act, 2012",ACT,POCSO Act,ACT,1,NA
1987,Indian Penal Code,509 IPC,I.P.C.,509,0,NA
1989,I.P.C(Police),370,I.P.C.,370,0,NA
1990,Probation of Offenders Act,14,Probation of Offenders Act,14,1,NA
1994,"Protection of Children from Sexual Offences Act, 2012",6 POCSO,POCSO Act,6,0,NA
1996,Indian Penal Code,342 IPC,I.P.C.,342,0,NA
2000,Indian Penal Code,34 IPC,I.P.C.,34,0,NA
2001,"Code of Criminal Procedure, 1973",346,I.P.C.,346,0,NA
2002,"Code of Criminal Procedure, 1973",IPC,Cr. P. C.,IPC,1,NA
2003,I.P.C(Police),109,I.P.C.,109,0,NA
2008,"Protection of Children from Sexual Offences Act, 2012",12 POCSO ACT,POCSO Act,12,0,NA
2010,"Protection of Children from Sexual Offences Act, 2012",9M,POCSO Act,9(m),0,NA
2030,Child Labour (Prohibition and Regulation) Act,3,Child Labour (Prohibition and Regulation) Act,3,0,NA
2035,I.P.C(Police),366A376,I.P.C.,366 A/376,0,NA
2036,Indian Penal Code,507,I.P.C.,507,0,NA
2042,Indian Penal Code,241,I.P.C.,241,0,NA
2047,"Protection of Children from Sexual Offences Act, 2012",6L,POCSO Act,6L,1,NA
2048,"Protection of Children from Sexual Offences Act, 2012",10G,POCSO Act,10G,1,NA
2053,Indian Penal Code,341 IPC,I.P.C.,341,0,NA
2060,"Code of Criminal Procedure, 1973",212,I.P.C.,212,0,NA
2061,"Code of Criminal Procedure, 1973",216A,I.P.C.,216 A,0,NA
2062,"Protection of Children from Sexual Offences Act, 2012",5(2),POCSO Act,5(2),0,NA
2066,Indian Penal Code,3664,I.P.C. & POCSO Act,366; 4,1,NA
2068,Indian Penal Code,232,I.P.C.,232,0,NA
2074,"Protection of Children from Sexual Offences Act, 2012",8POCSOACT,POCSO Act,8,0,NA
2077,"Protection of Children from Sexual Offences Act, 2012",10 POCSO,POCSO Act,10,0,NA
2078,"Code of Criminal Procedure, 1973",307,I.P.C.,307,0,NA
2087,"Protection of Children from Sexual Offences Act, 2012",6POSCO,POCSO Act,6,0,NA
2088,"Protection of Children from Sexual Offences Act, 2012",406,I.P.C.,406,0,NA
2089,"Protection of Children from Sexual Offences Act, 2012",506IPC,I.P.C.,506,0,NA
2092,"POCSO  Protection of Children from sexual offences Act , 2012",4,POCSO Act,4,0,NA
2093,"POCSO  Protection of Children from sexual offences Act , 2012",6,POCSO Act,6,0,NA
2094,"POCSO  Protection of Children from sexual offences Act , 2012",8,POCSO Act,8,0,NA
2098,"POCSO  Protection of Children from sexual offences Act , 2012",10,POCSO Act,10,0,NA
2099,Indian Penal Code,354c,I.P.C.,354 C,0,NA
2100,"POCSO  Protection of Children from sexual offences Act , 2012",17,POCSO Act,17,0,NA
2101,Information Technology Act,67b,Information Technology Act,67 B,0,NA
2102,"POCSO  Protection of Children from sexual offences Act , 2012",18,POCSO Act,18,0,NA
2104,"POCSO  Protection of Children from sexual offences Act , 2012",12,POCSO Act,12,0,NA
2107,"POCSO  Protection of Children from sexual offences Act , 2012",3,POCSO Act,3,0,NA
2108,"POCSO  Protection of Children from sexual offences Act , 2012",9,POCSO Act,9,0,NA
2111,Scheduled Castes and Scheduled Tribes Orders (Amendment)  Act,3(i),SC/ST Act,3(i),1,NA
2112,Indian Penal Code,560,I.P.C.,560,0,NA
2115,"POCSO  Protection of Children from sexual offences Act , 2012",120B,I.P.C.,120 B,0,NA
2116,"POCSO  Protection of Children from sexual offences Act , 2012",366A,I.P.C.,366 A,0,NA
2117,"POCSO  Protection of Children from sexual offences Act , 2012",---,POCSO Act,---,1,NA
2120,Indian Penal Code,202,I.P.C.,202,0,NA
2127,Indian Penal Code,541,I.P.C.,541,0,NA
2128,Indian Penal Code,352,I.P.C.,352,0,NA
2132,Indian Penal Code,363.366,I.P.C.,363/366,0,NA
