cino,offence_type,offfence_category
DLWT010016792015,Not Available,Offence not known
DLWT010016802015,PSA,I
DLWT010016812015,Not Available,Offence not known
DLWT010016832015,Not Available,Offence not known
DLWT010016852016,Not Available,Offence not known
DLWT010016942018,APSA,I
DLWT010016952018,SA,I
DLWT010016972019,ASA,I
DLWT010017002015,Not Available,Offence not known
DLWT010017042018,APSA,I
HRRH010070182016,PSA,I
DLWT010017062015,ASA,I
DLWT010017072014,APSA,I
DLWT010017102020,APSA,I
DLWT010017132015,Not Available,Offence not known
DLWT010017192014,APSA,I
DLWT010017212018,PSA,I
DLWT010017282014,Not Available,Offence not known
ASSN010004202016,APSA,I
ASSN010002602018,PSA,I
AS22010005592017,PSA,I
HRGR010084362017,PSA,I
ASTN010006252018,Not Available,Offence not known
DLCT010089802019,APSA,I
DLCT010025842019,APSA,I
DLCT010128002019,SA,I
DLWT010017312016,Not Available,Offence not known
DLWT010017322015,Not Available,Offence not known
DLWT010017332015,PSA,I
DLWT010017362015,Not Available,Offence not known
DLWT010017462015,SA,I
DLWT010017622014,PSA,I
DLWT010017652014,PSA,I
DLWT010017652015,Not Available,Offence not known
DLWT010017662014,Not Available,Offence not known
DLWT010017662015,SA,I
DLWT010017702019,ASA,I
DLWT010017732017,SA,I
DLWT010017752015,Not Available,Offence not known
DLWT010017752018,PSA,I
DLWT010017822014,Not Available,Offence not known
DLWT010017922019,APSA,I
DLWT010017982014,Not Available,Offence not known
DLWT010017982015,APSA,I
DLWT010018022018,SA,I
DLWT010018042014,APSA,I
DLWT010018062015,Not Available,Offence not known
DLWT010018352014,Not Available,Offence not known
DLWT010018522014,Not Available,Offence not known
DLWT010018532014,Not Available,Offence not known
DLWT010018532016,APSA,I
DLWT010018542019,APSA,I
DLWT010018572015,APSA,I
DLWT010018622018,SA,I
DLWT010018632018,APSA,I
DLWT010018682014,APSA,I
DLWT010018712015,APSA,I
DLWT010018742019,APSA,I
DLWT010018772015,Not Available,Offence not known
DLWT010018842017,APSA,I
DLWT010018872016,SA,I
DLWT010018892017,APSA,I
DLWT010018902017,APSA,I
DLWT010019042014,Not Available,Offence not known
DLWT010019252015,SH,I
DLWT010019262016,APSA,I
DLWT010019272015,Not Available,Offence not known
DLWT010019272016,APSA,I
DLWT010019282016,APSA,I
DLWT010019282017,APSA,I
DLWT010019292016,PSA,I
DLWT010019302019,APSA,I
DLWT010019332017,APSA,I
DLWT010019342017,APSA,I
DLWT010019372017,APSA,I
DLWT010019452015,Not Available,Offence not known
DLWT010019522015,Not Available,Offence not known
DLWT010019542016,Not Available,Offence not known
DLWT010019552016,Not Available,Offence not known
DLWT010019582015,Not Available,Offence not known
DLWT010019822015,Not Available,Offence not known
DLWT010019932015,Not Available,Offence not known
DLWT010019952015,Not Available,Offence not known
DLWT010020012015,Not Available,Offence not known
DLWT010020152015,Not Available,Offence not known
DLWT010020212019,SA,I
DLWT010020232019,APSA,I
DLWT010020272016,Not Available,Offence not known
DLWT010020382015,APSA,I
DLWT010020452015,PSA,I
DLWT010020472016,Not Available,Offence not known
DLWT010020522019,Abetment of APSA,II
DLWT010020592017,APSA,I
DLWT010020602017,ASA,I
DLWT010020642015,Not Available,Offence not known
DLWT010020672017,ASA,I
DLWT010020752019,SA,I
DLWT010020762019,APSA,I
DLWT010020852015,APSA,I
DLWT010020862015,Not Available,Offence not known
DLWT010020922018,APSA,I
DLWT010021112018,APSA,I
DLWT010021152015,Not Available,Offence not known
DLWT010021172018,SA,I
DLWT010021192018,SH,I
DLWT010021372015,Not Available,Offence not known
DLWT010021532015,ASA,I
DLWT010021592015,Not Available,Offence not known
DLWT010021632016,Not Available,Offence not known
DLWT010021642018,ASA,I
DLWT010021652015,Not Available,Offence not known
DLWT010021682015,APSA,I
DLWT010021692015,Not Available,Offence not known
DLWT010021742016,SA,I
DLWT010021752016,ASA,I
DLWT010021762016,Not Available,Offence not known
DLWT010021872015,Not Available,Offence not known
DLWT010021982017,APSA,I
DLWT010021992015,Not Available,Offence not known
DLWT010022042019,APSA,I
DLWT010022072017,SH,I
DLWT010022092017,PSA,I
DLWT010022102017,APSA,I
DLWT010022162016,Not Available,Offence not known
DLWT010022492015,Not Available,Offence not known
DLWT010022582015,Not Available,Offence not known
DLWT010022672017,APSA,I
DLWT010022752016,APSA,I
DLWT010022752017,SH,I
DLWT010022802016,APSA,I
DLWT010022922016,Not Available,Offence not known
DLWT010022932016,Not Available,Offence not known
DLWT010023282015,Not Available,Offence not known
DLWT010023302018,SH,I
DLWT010023332019,APSA,I
DLWT010023342016,Not Available,Offence not known
DLWT010023352016,Not Available,Offence not known
DLWT010023742016,APSA,I
DLWT010023752016,APSA,I
DLWT010023762016,Not Available,Offence not known
DLWT010023802016,Not Available,Offence not known
DLWT010023992016,ASA,I
DLWT010024002015,SH,I
DLWT010024012015,Not Available,Offence not known
DLWT010024062016,APSA,I
DLWT010024102018,APSA,I
DLWT010024132013,Not Available,Offence not known
DLWT010024132014,Not Available,Offence not known
DLWT010024252015,Not Available,Offence not known
DLWT010024312016,APSA,I
DLWT010024462016,APSA,I
DLWT010024472016,Not Available,Offence not known
DLWT010024472019,APSA,I
DLWT010024572015,APSA,I
DLWT010024692017,APSA,I
DLWT010024702016,Not Available,Offence not known
DLWT010024802014,Not Available,Offence not known
DLWT010024882018,APSA,I
DLWT010025072014,Not Available,Offence not known
DLWT010025102016,Not Available,Offence not known
DLWT010025132018,SA,I
DLWT010025172015,Not Available,Offence not known
DLWT010025182016,ASA,I
DLWT010025222015,SA,I
DLWT010025322016,Not Available,Offence not known
DLWT010025332015,PSA,I
DLWT010025332016,Not Available,Offence not known
DLWT010025462016,Not Available,Offence not known
DLWT010025522014,Not Available,Offence not known
DLWT010025522018,PSA,I
DLWT010025522019,APSA,I
DLWT010025542019,Abetment of CP,II
DLWT010025572015,APSA,I
DLWT010025582015,PSA,I
DLWT010025592015,Not Available,Offence not known
DLWT010025612015,Not Available,Offence not known
DLWT010025622017,APSA,I
DLWT010025642017,APSA,I
DLWT010025832016,SA,I
DLWT010025872014,Not Available,Offence not known
DLWT010026112019,APSA,I
DLWT010026322015,Not Available,Offence not known
DLWT010026452015,APSA,I
DLWT010026462019,APSA,I
DLWT010026522015,SA,I
DLWT010026572015,APSA,I
DLWT010026572017,APSA,I
DLWT010026582015,Not Available,Offence not known
DLWT010026592015,APSA,I
DLWT010026682015,Not Available,Offence not known
DLWT010026692015,PSA,I
DLWT010027022018,SH,I
DLWT010027092015,Not Available,Offence not known
DLWT010027152015,SH,I
DLWT010027192019,PSA,I
DLWT010027282015,ASA,I
DLWT010027342017,PSA,I
DLWT010027372015,PSA,I
DLWT010027372019,APSA,I
DLWT010027472015,Not Available,Offence not known
DLWT010027482015,APSA,I
DLWT010027682015,Not Available,Offence not known
DLWT010027702015,ASA,I
DLWT010027742014,Not Available,Offence not known
DLWT010027792017,APSA,I
DLWT010028002014,Not Available,Offence not known
DLWT010028132015,Not Available,Offence not known
DLWT010028172014,Not Available,Offence not known
DLWT010028202019,SH,I
DLWT010028252015,APSA,I
DLWT010028272015,Not Available,Offence not known
DLWT010028282015,APSA,I
DLWT010028322014,Not Available,Offence not known
DLWT010028622015,Not Available,Offence not known
DLWT010028622019,APSA,I
DLWT010028632015,SH,I
DLWT010028692019,APSA,I
DLWT010028782019,Not Available,Offence not known
DLWT010028932019,PSA,I
DLWT010028972018,APSA,I
DLWT010028992015,APSA,I
DLWT010029192015,Not Available,Offence not known
DLWT010029202018,PSA,I
DLWT010029372015,Not Available,Offence not known
DLWT010029422017,APSA,I
DLWT010029472015,Not Available,Offence not known
DLWT010029482015,APSA,I
DLWT010029662017,SH,I
DLWT010029672015,APSA,I
DLWT010029682015,PSA,I
DLWT010029722019,SA,I
DLWT010029822014,Not Available,Offence not known
DLWT010029922015,Not Available,Offence not known
DLWT010029932018,APSA,I
DLWT010030132015,Not Available,Offence not known
DLWT010030212018,ASA,I
DLWT010030242019,SH,I
DLWT010030292018,APSA,I
DLWT010030382015,APSA,I
DLWT010030392015,Not Available,Offence not known
DLWT010030402016,Not Available,Offence not known
DLWT010030412016,Not Available,Offence not known
DLWT010030862016,Not Available,Offence not known
DLWT010030952017,APSA,I
DLWT010031032017,APSA,I
DLWT010031092018,APSA,I
DLWT010031252013,Not Available,Offence not known
DLWT010031312014,Not Available,Offence not known
DLWT010031352017,APSA,I
DLWT010031442017,APSA,I
DLWT010031452017,SH,I
DLWT010031532018,SH,I
DLWT010031652014,Not Available,Offence not known
DLWT010031732019,APSA,I
DLWT010031742019,APSA,I
DLWT010031752019,APSA,I
DLWT010031782017,PSA,I
DLWT010032042018,SA,I
DLWT010032192018,SH,I
DLWT010032352018,PSA,I
DLWT010032462017,APSA,I
DLWT010032472014,Not Available,Offence not known
DLWT010032532017,SH,I
DLWT010032722019,SH,I
DLWT010032762016,APSA,I
DLWT010032772016,APSA,I
DLWT010032782016,SA,I
DLWT010032972018,APSA,I
DLWT010032982018,APSA,I
DLWT010033192019,APSA,I
DLWT010033412019,APSA,I
DLWT010033462017,APSA,I
DLWT010033472017,ASA,I
DLWT010033502017,SA,I
DLWT010033532013,Not Available,Offence not known
DLWT010033722019,APSA,I
DLWT010033782014,Not Available,Offence not known
DLWT010033862014,Not Available,Offence not known
DLWT010034112013,Not Available,Offence not known
DLWT010034132019,SA,I
DLWT010034142014,Not Available,Offence not known
DLWT010034232018,APSA,I
DLWT010034512013,Not Available,Offence not known
DLWT010034542017,APSA,I
DLWT010034642014,Not Available,Offence not known
DLWT010034662014,Not Available,Offence not known
DLWT010034672014,Not Available,Offence not known
DLWT010034732013,Not Available,Offence not known
DLWT010034872018,SA,I
DLWT010035072018,APSA,I
DLWT010035082018,APSA,I
DLWT010035092018,APSA,I
DLWT010035112017,APSA,I
DLWT010035212013,Not Available,Offence not known
DLWT010035652018,APSA,I
DLWT010035672016,APSA,I
DLWT010035702016,APSA,I
DLWT010035762017,APSA,I
DLWT010035952017,APSA,I
DLWT010036132013,Not Available,Offence not known
DLWT010036162014,Not Available,Offence not known
DLWT010036162018,SH,I
DLWT010036212019,APSA,I
DLWT010036222019,ASA,I
DLWT010036362013,Not Available,Offence not known
DLWT010036672018,ASA,I
DLWT010036712019,APSA,I
DLWT010036872018,APSA,I
DLWT010036902018,ASA,I
DLWT010037062019,APSA,I
DLWT010037212013,Not Available,Offence not known
DLWT010037232013,Not Available,Offence not known
DLWT010037232019,APSA,I
DLWT010037252018,PSA,I
DLWT010037262018,Not Available,Offence not known
DLWT010037302019,ASA,I
DLWT010037312013,Not Available,Offence not known
DLWT010037452019,APSA,I
DLWT010037512016,APSA,I
DLWT010037522016,APSA,I
DLWT010037532016,SA,I
DLWT010037532017,SH,I
DLWT010037542016,APSA,I
DLWT010037562016,SA,I
DLWT010037572019,APSA,I
DLWT010037582016,APSA,I
DLWT010037592019,SH,I
DLWT010037652013,Not Available,Offence not known
DLWT010037752019,SA,I
DLWT010037812019,ASA,I
DLWT010037862018,SA,I
DLWT010038082013,Not Available,Offence not known
DLWT010038222019,APSA,I
DLWT010038232019,APSA,I
DLWT010038302013,Not Available,Offence not known
DLWT010038332016,PSA,I
DLWT010038392019,APSA,I
DLWT010038552019,SA,I
DLWT010038752016,SH,I
DLWT010038822018,SA,I
DLWT010038832018,SA,I
DLWT010038992018,PSA,I
DLWT010038992019,ASA,I
DLWT010039012019,SA,I
DLWT010039112017,PSA,I
DLWT010039312013,Not Available,Offence not known
DLWT010039412018,APSA,I
DLWT010039422016,APSA,I
DLWT010039492018,SH,I
DLWT010039612019,APSA,I
DLWT010039642017,SH,I
DLWT010039752017,APSA,I
DLWT010039812013,Not Available,Offence not known
DLWT010039982018,APSA,I
DLWT010039992013,Not Available,Offence not known
DLWT010040022018,ASA,I
DLWT010040032018,APSA,I
DLWT010040052018,SA,I
DLWT010040072018,SH,I
DLWT010040082017,APSA,I
DLWT010040132019,PSA,I
DLWT010040162013,Not Available,Offence not known
DLWT010040212013,Not Available,Offence not known
DLWT010040252018,SA,I
DLWT010040272018,SH,I
DLWT010040562018,SA,I
DLWT010040702019,APSA,I
DLWT010040912018,SA,I
DLWT010040942019,APSA,I
DLWT010041002018,SH,I
DLWT010041092018,SA,I
DLWT010041112018,APSA,I
DLWT010041192016,PSA,I
DLWT010041202019,APSA,I
DLWT010041312018,APSA,I
DLWT010041352013,Not Available,Offence not known
DLWT010041362016,SA,I
DLWT010041372013,Not Available,Offence not known
DLWT010041382013,Not Available,Offence not known
DLWT010041382018,APSA,I
DLWT010041492015,Not Available,Offence not known
DLWT010041522018,PSA,I
DLWT010041532018,APSA,I
DLWT010041552018,SA,I
DLWT010041562018,APSA,I
DLWT010041592013,Not Available,Offence not known
DLWT010041792013,Not Available,Offence not known
DLWT010041802013,Not Available,Offence not known
DLWT010041802016,APSA,I
DLWT010041812016,APSA,I
DLWT010041912013,Not Available,Offence not known
DLWT010042052013,Not Available,Offence not known
DLWT010042072017,APSA,I
DLWT010042102017,APSA,I
DLWT010042112017,APSA,I
DLWT010042132017,ASA,I
DLWT010042242013,Not Available,Offence not known
DLWT010042392013,Not Available,Offence not known
DLWT010042452018,SH,I
DLWT010042682018,SA,I
DLWT010042692018,SH,I
DLWT010042832019,SH,I
DLWT010042842019,PSA,I
DLWT010042922018,APSA,I
DLWT010043292016,APSA,I
DLWT010043332013,Not Available,Offence not known
DLWT010043362019,SA,I
DLWT010043412019,APSA,I
DLWT010043482013,Not Available,Offence not known
DLWT010043672013,Not Available,Offence not known
DLWT010043932015,Not Available,Offence not known
DLWT010043972019,APSA,I
DLWT010043982019,APSA,I
DLWT010043992019,SA,I
DLWT010044062013,Not Available,Offence not known
DLWT010044142017,ASA,I
DLWT010044282019,PSA,I
DLWT010044372017,Attempt to ASA,II
DLWT010044382017,APSA,I
DLWT010044492018,SH,I
DLWT010044492019,PSA,I
DLWT010044502018,APSA,I
DLWT010044512018,ASA,I
DLWT010044522018,APSA,I
DLWT010044552017,SA,I
DLWT010044572017,APSA,I
DLWT010044592013,Not Available,Offence not known
DLWT010044702013,Not Available,Offence not known
DLWT010044722013,Not Available,Offence not known
DLWT010044872017,APSA,I
DLWT010045182018,SH,I
DLWT010045212018,SA,I
DLWT010045412017,ASA,I
DLWT010045422017,SH,I
DLWT010045722018,PSA,I
DLWT010045732018,SA,I
DLWT010045862018,PSA,I
DLWT010045872018,SH,I
DLWT010045922018,SA,I
DLWT010046032019,ASA,I
DLWT010046272017,PSA,I
DLWT010046282013,Not Available,Offence not known
DLWT010046372019,SA,I
DLWT010046382019,SA,I
DLWT010046642018,APSA,I
DLWT010046642019,APSA,I
DLWT010046652018,PSA,I
DLWT010046662015,Not Available,Offence not known
DLWT010046692019,SH,I
DLWT010046732019,APSA,I
DLWT010046742019,ASA,I
DLWT010046832019,PSA,I
DLWT010046852019,APSA,I
DLWT010047062016,SH,I
DLWT010047362019,PSA,I
DLWT010047402019,Abetment of APSA,II
DLWT010047442018,APSA,I
DLWT010047492019,APSA,I
DLWT010047502019,PSA,I
DLWT010047622019,APSA,I
DLWT010047652018,APSA,I
DLWT010047752013,Not Available,Offence not known
DLWT010047792016,SH,I
DLWT010047962018,SA,I
DLWT010048012019,APSA,I
DLWT010048022019,ASA,I
DLWT010048062015,Not Available,Offence not known
DLWT010048072013,Not Available,Offence not known
DLWT010048092015,Not Available,Offence not known
DLWT010048252019,PSA,I
DLWT010048292019,PSA,I
DLWT010048312014,Not Available,Offence not known
DLWT010048382017,Abetment of APSA,II
DLWT010048402018,APSA,I
DLWT010048572014,Not Available,Offence not known
DLWT010048642015,Not Available,Offence not known
DLWT010048722014,Not Available,Offence not known
DLWT010048742018,APSA,I
DLWT010048752015,Not Available,Offence not known
DLWT010048852016,ASA,I
DLWT010049072019,APSA,I
DLWT010049102014,Not Available,Offence not known
DLWT010049112014,Not Available,Offence not known
DLWT010049182019,APSA,I
DLWT010049402018,SH,I
DLWT010049422014,Not Available,Offence not known
DLWT010049572016,APSA,I
DLWT010049592016,APSA,I
DLWT010049662017,SA,I
DLWT010050012013,Not Available,Offence not known
DLWT010050012016,ASA,I
DLWT010050042016,SA,I
DLWT010050092019,Abetment of APSA,II
DLWT010050142014,Not Available,Offence not known
DLWT010050142019,APSA,I
DLWT010050412016,PSA,I
DLWT010050412018,PSA,I
DLWT010050422018,APSA,I
DLWT010050492019,APSA,I
DLWT010050892018,APSA,I
DLWT010051062016,ASA,I
DLWT010051072016,SH,I
DLWT010051172019,APSA,I
DLWT010051232019,APSA,I
DLWT010051272018,ASA,I
DLWT010051472014,Not Available,Offence not known
DLWT010051562017,Abetment of APSA,II
DLWT010051762016,SA,I
DLWT010051832018,SA,I
DLWT010052102017,APSA,I
DLWT010052142019,APSA,I
DLWT010052382017,APSA,I
DLWT010052522018,APSA,I
DLWT010052532019,ASA,I
DLWT010052562016,ASA,I
DLWT010052572016,SA,I
DLWT010052662016,APSA,I
DLWT010052712017,SA,I
DLWT010052712018,APSA,I
DLWT010052772018,ASA,I
DLWT010052782018,APSA,I
DLWT010052902019,ASA,I
DLWT010052912019,APSA,I
DLWT010052922019,ASA,I
DLWT010052932019,APSA,I
DLWT010052952018,APSA,I
DLWT010053152017,APSA,I
DLWT010053442016,APSA,I
DLWT010053692018,APSA,I
DLWT010053762018,APSA,I
DLWT010053922019,APSA,I
DLWT010053952017,PSA,I
DLWT010054282019,APSA,I
DLWT010054312018,PSA,I
DLWT010054542019,PSA,I
DLWT010054552019,ASA,I
DLWT010054592018,APSA,I
DLWT010054682019,SA,I
DLWT010054902018,APSA,I
DLWT010055172018,APSA,I
DLWT010055432016,APSA,I
DLWT010055682018,APSA,I
DLWT010055782019,PSA,I
DLWT010055832017,SH,I
DLWT010055852017,APSA,I
DLWT010055962019,PSA,I
DLWT010056102016,SH,I
DLWT010058162018,APSA,I
DLWT010056122016,ASA,I
DLWT010056132016,ASA,I
DLWT010056222016,APSA,I
DLWT010056242018,APSA,I
DLWT010056282017,SH,I
DLWT010056342016,SA,I
DLWT010056502018,APSA,I
DLWT010056622019,SA,I
DLWT010056682018,SA,I
DLWT010056892017,APSA,I
DLWT010056902017,APSA,I
DLWT010057422016,Not Available,Offence not known
DLWT010057452018,APSA,I
DLWT010057822018,APSA,I
DLWT010057832017,APSA,I
DLWT010057842017,APSA,I
DLWT010058042017,APSA,I
DLWT010058332019,APSA,I
DLWT010058392017,PSA,I
DLWT010058602016,APSA,I
DLWT010058742016,Attempt to ASA,II
DLWT010058912019,APSA,I
DLWT010059222017,APSA,I
DLWT010059232017,APSA,I
DLWT010059352017,APSA,I
DLWT010059552019,PSA,I
DLWT010059672016,PSA,I
DLWT010059722017,ASA,I
DLWT010059752019,SH,I
DLWT010059762019,PSA,I
DLWT010059882017,APSA,I
DLWT010059892017,SA,I
DLWT010059892018,ASA,I
DLWT010060422017,APSA,I
DLWT010060472017,SA,I
DLWT010060532017,SA,I
DLWT010060672019,ASA,I
DLWT010060682019,PSA,I
DLWT010060732017,SA,I
DLWT010060782019,SH,I
DLWT010060872018,SH,I
DLWT010061102019,SA,I
DLWT010061132016,APSA,I
DLWT010061142016,ASA,I
DLWT010061162016,SH,I
DLWT010061412018,APSA,I
DLWT010061412019,APSA,I
DLWT010061532019,PSA,I
DLWT010061572016,APSA,I
DLWT010061582016,PSA,I
DLWT010061882018,APSA,I
DLWT010062102016,SA,I
DLWT010062112017,SA,I
DLWT010062662017,APSA,I
DLWT010062692017,ASA,I
DLWT010062742016,PSA,I
DLWT010062752016,APSA,I
DLWT010062832017,PSA,I
DLWT010062892018,APSA,I
DLWT010063312018,APSA,I
DLWT010063322018,APSA,I
DLWT010063422018,SA,I
DLWT010063432017,SA,I
DLWT010063492016,SA,I
DLWT010063512018,SA,I
DLWT010063542016,SA,I
DLWT010063552016,APSA,I
DLWT010063572018,APSA,I
DLWT010063582016,APSA,I
DLWT010063852016,APSA,I
DLWT010063922016,PSA,I
DLWT010063932016,APSA,I
DLWT010064102017,APSA,I
DLWT010064142018,APSA,I
DLWT010064162019,APSA,I
DLWT010064192019,APSA,I
DLWT010064232018,SH,I
DLWT010064522016,APSA,I
DLWT010064572017,APSA,I
DLWT010064642017,APSA,I
DLWT010064742018,APSA,I
DLWT010064762018,APSA,I
DLWT010064832018,APSA,I
DLWT010064852019,APSA,I
DLWT010064882017,APSA,I
DLWT010065092018,SA,I
DLWT010065112018,APSA,I
DLWT010065122018,APSA,I
DLWT010065412018,APSA,I
DLWT010065502017,APSA,I
DLWT010065522017,APSA,I
DLWT010065582017,SA,I
DLWT010065752019,SA,I
DLWT010065892019,ASA,I
DLWT010066522017,APSA,I
DLWT010066532017,Abetment of APSA,II
DLWT010066822019,APSA,I
DLWT010066952017,ASA,I
DLWT010066962017,APSA,I
DLWT010066982019,APSA,I
DLWT010067152018,APSA,I
DLWT010067192016,APSA,I
DLWT010067212019,Abetment of APSA,II
DLWT010067222019,APSA,I
DLWT010067232019,APSA,I
DLWT010067272018,PSA,I
DLWT010067332016,APSA,I
DLWT010067342016,PSA,I
DLWT010067542017,ASA,I
DLWT010067712016,PSA,I
DLWT010067712018,APSA,I
DLWT010067722019,SH,I
DLWT010067802016,SH,I
DLWT010067952018,APSA,I
DLWT010068002018,APSA,I
DLWT010068132018,APSA,I
DLWT010068242016,SH,I
DLWT010068272016,SA,I
DLWT010068722018,APSA,I
DLWT010068782018,SA,I
DLWT010068792018,SA,I
DLWT010069472017,SH,I
DLWT010069712016,PSA,I
DLWT010069722017,APSA,I
DLWT010069752016,PSA,I
DLWT010071962018,SA,I
DLWT010069762016,PSA,I
DLWT010069782017,APSA,I
DLWT010069932018,ASA,I
DLWT010070032018,APSA,I
DLWT010070412019,APSA,I
DLWT010070442018,PSA,I
DLWT010070482016,PSA,I
DLWT010070552017,APSA,I
DLWT010070592017,APSA,I
DLWT010070652017,APSA,I
DLWT010070772018,APSA,I
DLWT010070912017,SA,I
DLWT010070922017,APSA,I
DLWT010070932017,PSA,I
DLWT010071392017,SH,I
DLWT010071402017,SH,I
DLWT010071482019,APSA,I
DLWT010071992017,SA,I
DLWT010072062019,APSA,I
DLWT010072072017,APSA,I
DLWT010072082017,APSA,I
DLWT010072202019,APSA,I
DLWT010072212019,SA,I
DLWT010072422016,PSA,I
DLWT010072422019,APSA,I
DLWT010072432019,PSA,I
DLWT010072612018,SA,I
DLWT010072722018,APSA,I
DLWT010072822018,ASA,I
DLWT010072932017,SA,I
DLWT010072962016,SH,I
DLWT010073132017,APSA,I
DLWT010073482017,APSA,I
DLWT010073622018,PSA,I
DLWT010073652018,SA,I
DLWT010073692018,APSA,I
DLWT010073772019,APSA,I
DLWT010073802018,APSA,I
DLWT010073832016,APSA,I
DLWT010073952018,APSA,I
DLWT010073962018,APSA,I
DLWT010074062017,SH,I
DLWT010074142016,APSA,I
DLWT010074152016,SA,I
DLWT010074162016,APSA,I
DLWT010074172016,APSA,I
DLWT010074392018,APSA,I
DLWT010074512019,APSA,I
DLWT010074752018,APSA,I
DLWT010074832019,Abetment of APSA,II
DLWT010074842017,ASA,I
DLWT010074982017,SA,I
DLWT010075032018,PSA,I
DLWT010075072016,ASA,I
DLWT010075082016,SA,I
DLWT010075202019,APSA,I
DLWT010075222018,APSA,I
DLWT010075262018,APSA,I
DLWT010075292019,ASA,I
DLWT010075302019,APSA,I
DLWT010075312017,APSA,I
DLWT010075342018,Abetment of APSA,II
DLWT010075442019,SA,I
DLWT010075752018,APSA,I
DLWT010075792018,APSA,I
DLWT010075882017,APSA,I
DLWT010076292018,SH,I
DLWT010076302018,APSA,I
DLWT010076542016,APSA,I
DLWT010076652017,PSA,I
DLWT010076772019,SA,I
DLWT010076812016,APSA,I
DLWT010076822018,SH,I
DLWT010076892018,APSA,I
DLWT010076992016,SA,I
DLWT010077042016,APSA,I
DLWT010077282016,ASA,I
DLWT010077412018,APSA,I
DLWT010077632018,APSA,I
DLWT010077632019,PSA,I
DLWT010077932018,APSA,I
DLWT010078092018,Abetment of APSA,II
DLWT010078102017,SA,I
DLWT010078112017,APSA,I
DLWT010078212016,ASA,I
DLWT010078232016,SA,I
DLWT010078412016,SH,I
DLWT010078432016,APSA,I
DLWT010078542017,APSA,I
DLWT010078552018,SA,I
DLWT010078572019,APSA,I
DLWT010078992017,APSA,I
DLWT010079002017,APSA,I
DLWT010079122019,APSA,I
DLWT010079132016,APSA,I
DLWT010079342019,ASA,I
DLWT010079562019,APSA,I
DLWT010079602018,SH,I
DLWT010079752018,SA,I
DLWT010079832019,APSA,I
DLWT010080002017,SH,I
DLWT010080122019,PSA,I
DLWT010080492018,APSA,I
DLWT010080712017,APSA,I
DLWT010080772019,SA,I
DLWT010081172018,SA,I
DLWT010081262017,APSA,I
DLWT010081272016,APSA,I
DLWT010081782018,APSA,I
DLWT010081792018,APSA,I
DLWT010081992019,APSA,I
DLWT010082292018,APSA,I
DLWT010082452016,SH,I
DLWT010082492019,APSA,I
DLWT010082502019,APSA,I
DLWT010082552018,APSA,I
DLWT010082562016,APSA,I
DLWT010082722019,PSA,I
DLWT010083262017,APSA,I
DLWT010083282017,APSA,I
DLWT010083302017,ASA,I
DLWT010083372017,SA,I
DLWT010083532016,PSA,I
DLWT010083862016,PSA,I
DLWT010083872016,PSA,I
DLWT010083872018,APSA,I
DLWT010083882018,PSA,I
DLWT010088432018,SA,I
DLWT010084312017,APSA,I
DLWT010084422018,SH,I
DLWT010084462018,PSA,I
DLWT010084472018,APSA,I
DLWT010085072019,APSA,I
DLWT010085582016,PSA,I
DLWT010085592016,APSA,I
DLWT010085802018,SA,I
DLWT010085992018,APSA,I
DLWT010086042016,SA,I
DLWT010086112018,PSA,I
DLWT010086142019,APSA,I
DLWT010086332019,SA,I
DLWT010086362019,SA,I
DLWT010086692018,APSA,I
DLWT010086992018,APSA,I
DLWT010087022016,APSA,I
DLWT010087032016,APSA,I
DLWT010087042016,APSA,I
DLWT010087192018,APSA,I
DLWT010087212018,APSA,I
DLWT010087222018,APSA,I
DLWT010087252018,ASA,I
DLWT010087282018,APSA,I
DLWT010087332018,APSA,I
DLWT010087402016,SA,I
DLWT010087502016,PSA,I
DLWT010087592019,APSA,I
DLWT010087672017,APSA,I
DLWT010087682017,APSA,I
DLWT010087692018,APSA,I
DLWT010087752017,ASA,I
DLWT010088162018,APSA,I
DLWT010088172019,APSA,I
DLWT010088372016,APSA,I
DLWT010088422018,ASA,I
DLWT010088592019,APSA,I
DLWT010088902019,APSA,I
DLWT010089042018,APSA,I
DLWT010089182018,SA,I
DLWT010089372016,APSA,I
DLWT010089472019,ASA,I
DLWT010090022019,PSA,I
DLWT010090162019,ASA,I
DLWT010090172019,APSA,I
DLWT010090192019,SA,I
DLWT010090202016,SA,I
DLWT010090212016,SA,I
DLWT010090232018,SH,I
DLWT010090242016,APSA,I
DLWT010090242018,SA,I
DLWT010090252019,APSA,I
DLWT010090292018,APSA,I
DLWT010090362017,APSA,I
DLWT010090392016,SH,I
DLWT010090472019,APSA,I
DLWT010090522016,APSA,I
DLWT010090712019,APSA,I
DLWT010090792016,SA,I
DLWT010090842016,SA,I
DLWT010091052019,ASA,I
DLWT010091312017,APSA,I
DLWT010091322017,APSA,I
DLWT010091362016,SA,I
DLWT010091722019,ASA,I
DLWT010091752018,APSA,I
DLWT010091832019,Abetment of CP,II
DLWT010091852019,SA,I
DLWT010091882018,ASA,I
DLWT010092032018,Abetment of APSA,II
DLWT010092102018,PSA,I
DLWT010092372016,Not Available,Offence not known
DLWT010092522017,APSA,I
DLWT010092552019,APSA,I
DLWT010092582018,APSA,I
DLWT010092692016,SA,I
DLWT010092862018,APSA,I
DLWT010092892019,ASA,I
DLWT010092912018,PSA,I
DLWT010092982018,PSA,I
DLWT010093012019,APSA,I
DLWT010093072016,APSA,I
